Season,League,Player,Team,Age,Position,Goal-Scoring,Assist-Creation,Attack,Dribbling,Possession,Defense,Physical,Goalkeeping,PosRank,Grade,Sale,Cost
2025/26,Liga Portugal,G. Neiva,AVS (Vilafranquense),25,AM & W,52.16,43.04,44.23,43.59,31.73,50.96,45.19,0,41,D,,
2025/26,Liga Portugal,Geny Catamo,Sporting CP,25,AM & W,76.92,68.97,78.43,79.49,90.87,49.84,80.29,0,2,S,,
2025/26,Liga Portugal,Sorriso,Famalicão,25,AM & W,66.83,66.68,61.13,44.87,47.84,67.95,51.92,0,13,B,,
2025/26,Liga Portugal,O. Pohlmann,Rio Ave,25,AM & W,9.62,23.11,11.81,17.31,43.51,50.48,53.85,0,52,F,,
2025/26,Liga Portugal,Borja Sainz,Porto,25,AM & W,79.57,32.82,52.75,27.56,31.73,68.43,39.9,0,31,D,,15000000
2025/26,Liga Portugal,M. Ayomide,Estrela Amadora,26,AM & W,50.48,69.59,53.85,55.45,72.12,58.97,73.08,0,8,B,,
2025/26,Liga Portugal,A. Trezza,Arouca,26,AM & W,71.39,41.53,46.84,39.1,27.64,36.38,18.99,0,47,E,,
2025/26,Liga Portugal,Chiquinho,Alverca,26,AM & W,36.78,77.7,53.02,58.33,36.06,39.42,52.88,0,23,C,,
2025/26,Liga Portugal,Klismahn,Santa Clara,26,AM & W,30.53,37.91,32.14,30.77,59.62,58.17,31.49,0,46,D,,
2025/26,Liga Portugal,N. Djouahra,Arouca,26,AM & W,37.74,47.5,32.42,43.27,59.62,47.12,52.16,0,36,D,,
2025/26,Liga Portugal,Francisco Trincão,Sporting CP,26,AM & W,65.38,83.51,64.01,47.76,87.26,48.08,72.36,0,6,A,,
2025/26,Liga Portugal,Leandro Barreiro,Benfica,26,AM & W,63.94,46.55,27.75,2.56,38.46,85.1,48.56,0,42,D,,
2025/26,Liga Portugal,Rodrigo Zalazar,SC Braga,26,AM & W,81.25,77.83,72.8,65.38,71.15,54.33,67.31,0,4,A,30000000,
2025/26,Liga Portugal,Pedro Gonçalves,Sporting CP,27,AM & W,93.99,80.95,61.54,19.23,81.49,42.47,26.44,0,14,B,,
2025/26,Liga Portugal,D. Špikić,Rio Ave,27,AM & W,41.11,61.93,50.14,58.33,29.33,47.12,54.81,0,26,C,,600000
2025/26,Liga Portugal,Paulinho Bóia,Nacional,27,AM & W,38.46,44.3,56.18,72.44,45.43,45.83,54.33,0,22,C,,
2025/26,Liga Portugal,Maranhão,Tondela,27,AM & W,60.1,39.14,51.79,43.27,38.7,51.28,38.46,0,33,D,,
2025/26,Liga Portugal,Vinícius Lopes,Santa Clara,27,AM & W,72.84,12.91,46.43,33.65,43.51,64.1,50.24,0,37,D,,
2025/26,Liga Portugal,J. Livolant,Casa Pia AC,28,AM & W,24.76,52.33,35.99,44.55,46.63,62.34,56.49,0,32,D,,
2025/26,Liga Portugal,Pepê,Porto,29,AM & W,44.71,53.42,51.37,58.65,79.57,44.71,49.04,0,15,C,,
2025/26,Liga Portugal,Gil Dias,Famalicão,29,AM & W,47.12,78.14,62.23,68.59,65.14,65.87,68.75,0,7,A,,
2025/26,Liga Portugal,Witi,Nacional,29,AM & W,37.98,42.4,46.57,43.59,44.95,62.5,45.19,0,30,D,,
2025/26,Liga Portugal,Samu,Vitória SC,30,AM & W,71.39,40.15,41.21,14.42,77.16,82.37,33.41,0,24,C,,
2025/26,Liga Portugal,Kiko Bondoso,Moreirense,30,AM & W,5.53,47.71,24.73,45.51,63.94,35.58,54.81,0,49,E,,
2025/26,Liga Portugal,Ricardo Horta,SC Braga,31,AM & W,90.87,81.2,55.36,8.97,91.11,50.64,33.17,0,12,B,,
2025/26,Liga Portugal,Murilo,Gil Vicente,31,AM & W,68.75,58.67,62.91,69.87,65.14,36.86,62.98,0,11,B,,
2025/26,Liga Portugal,Rafa Silva,Benfica,33,AM & W,96.15,39.05,59.48,25.96,67.07,43.11,54.81,0,19,C,,
2025/26,Liga Portugal,O. Camara,Vitória SC,19,CF,38.78,60.9,52.75,73.93,71.79,52.14,65.71,0,10,B,,
2025/26,Liga Portugal,Gustavo Varela,Gil Vicente,21,CF,64.74,54.92,47.99,24.79,17.63,33.55,48.72,0,30,D,,
2025/26,Liga Portugal,Samu Omorodion,Porto,21,CF,88.78,28.13,60.44,42.31,69.87,28.63,47.76,0,16,C,,
2025/26,Liga Portugal,D. Gül,Porto,21,CF,65.71,51.84,66.85,64.96,32.37,41.03,57.05,0,13,B,,
2025/26,Liga Portugal,H. Sequeira,Tondela,22,CF,8.33,62.14,50.37,79.06,88.78,50.64,48.08,0,17,C,,
2025/26,Liga Portugal,M. Milovanović,Alverca,22,CF,63.78,50.92,48.35,43.59,41.35,36.32,63.78,0,21,C,,
2025/26,Liga Portugal,Luís Semedo,Moreirense,22,CF,35.9,29.62,24.36,24.79,65.38,50,46.15,0,35,E,,
2025/26,Liga Portugal,F. Ivanović,Benfica,22,CF,84.94,52.06,81.5,83.76,74.04,75.43,67.95,0,1,S,,23000000
2025/26,Liga Portugal,Pablo Felipe,Gil Vicente,22,CF,66.03,73.08,37.18,14.96,39.42,66.67,45.83,0,24,C,23000000,250000
2025/26,Liga Portugal,Santi García,Gil Vicente,24,CF,22.76,70.91,52.56,73.08,83.33,61.97,58.01,0,9,B,,
2025/26,Liga Portugal,Pau Víctor,SC Braga,24,CF,71.47,68.07,74.54,82.48,79.17,66.24,64.1,0,4,S,,12000000
2025/26,Liga Portugal,Gabriel Silva,Santa Clara,24,CF,33.01,44.18,61.54,83.76,60.9,52.56,58.97,0,12,B,,
2025/26,Liga Portugal,D. Nandín,Arouca,24,CF,18.91,78.12,41.21,44.44,30.45,71.79,57.05,0,25,C,,1000000
2025/26,Liga Portugal,A. Ndoye,Vitória SC,24,CF,48.72,34.95,38.46,20.51,7.69,62.61,51.6,0,34,D,,700000
2025/26,Liga Portugal,D. Duarte,AVS (Vilafranquense),24,CF,39.1,46.76,37.55,32.48,26.92,57.26,35.26,0,33,D,,
2025/26,Liga Portugal,Y. Begraoui,Estoril,24,CF,80.13,41.79,60.07,54.7,65.38,48.08,40.71,0,11,B,,
2025/26,Liga Portugal,Alejandro Marqués,Estoril,25,CF,48.4,28.1,48.35,62.82,41.67,46.15,43.91,0,26,C,,
2025/26,Liga Portugal,André Lacximicant,Estoril,25,CF,48.4,63.38,71.06,82.05,38.46,47.44,67.95,0,8,B,,
2025/26,Liga Portugal,J. Blesa,Rio Ave,25,CF,84.94,36.45,63.37,42.74,69.23,67.09,59.29,0,7,B,,
2025/26,Liga Portugal,Dailon Livramento,Casa Pia AC,25,CF,17.31,49.48,46.34,77.78,29.17,48.72,66.67,0,23,C,,
2025/26,Liga Portugal,S. Elisor,Famalicão,26,CF,25.96,44.53,39.38,40.6,49.04,42.52,48.08,0,32,D,,900000
2025/26,Liga Portugal,Gustavo Silva,Vitória SC,26,CF,62.5,62.26,80.59,85.47,47.76,79.06,78.85,0,3,S,,
2025/26,Liga Portugal,Alan,Moreirense,26,CF,16.03,75.8,47.8,74.36,87.18,34.62,50.32,0,19,C,,
2025/26,Liga Portugal,Kikas,Estrela Amadora,27,CF,64.74,28.1,49.82,46.58,20.83,32.26,33.33,0,31,D,,
2025/26,Liga Portugal,Iván Barbero,Arouca,27,CF,54.49,47.99,41.76,24.36,50,57.69,33.01,0,28,D,,300000
2025/26,Liga Portugal,V. Pavlidis,Benfica,27,CF,83.01,65.12,68.68,49.57,61.54,56.62,59.62,0,6,A,,
2025/26,Liga Portugal,R. Guitane,Estoril,27,CF,28.85,83.5,67.58,99.15,77.56,51.07,76.28,0,5,A,,
2025/26,Liga Portugal,Clayton,Rio Ave,27,CF,62.18,71.92,55.49,41.88,57.37,28.63,32.69,0,20,C,5000000,
2025/26,Liga Portugal,L. Suárez,Sporting CP,28,CF,91.67,88.38,85.35,67.52,63.46,55.34,69.23,0,2,S,,23000000
2025/26,Liga Portugal,Fran Navarro,SC Braga,28,CF,75.64,32.61,36.45,8.12,40.71,37.39,20.83,0,36,E,,3000000
2025/26,Liga Portugal,J. Ramírez,Nacional,28,CF,71.15,34.16,50,35.47,38.14,44.87,45.83,0,27,C,,600000
2025/26,Liga Portugal,Jordan Siebatcheu,Tondela,30,CF,31.41,33.23,25.46,12.39,31.41,51.28,25.32,0,38,F,,
2025/26,Liga Portugal,Guilherme Schettine,Moreirense,30,CF,87.18,33.46,59.52,52.99,57.37,40.38,53.21,0,14,B,700000,
2025/26,Liga Portugal,Rony Lopes,Tondela,30,CF,33.65,68.3,50.73,64.53,76.92,45.3,61.86,0,15,C,,
2025/26,Liga Portugal,Tomané,AVS (Vilafranquense),33,CF,25,52.47,41.21,59.83,53.85,79.49,71.79,0,18,C,,
2025/26,Liga Portugal,Rodrigo Pinho,Estrela Amadora,34,CF,36.86,42.44,38.28,35.47,49.68,61.75,40.71,0,29,D,,
2025/26,Liga Portugal,Nélson Oliveira,Vitória SC,34,CF,29.17,24.27,28.39,32.48,43.27,7.26,12.5,0,39,F,,
2025/26,Liga Portugal,Sandro Lima,Alverca,35,CF,52.88,46.71,47.62,42.74,44.55,51.07,55.13,0,22,C,,
2025/26,Liga Portugal,Cassiano,Casa Pia AC,36,CF,37.5,38.96,21.06,17.52,16.35,79.06,36.86,0,37,E,,
2025/26,Liga Portugal,J. Castillo,Vitória SC,23,GK,0,0,0,0,0,0,0,47.62,14,C,,700000
2025/26,Liga Portugal,Charles,Vitória SC,32,GK,0,0,0,0,0,0,0,42.06,17,D,,
2025/26,Liga Portugal,Bernardo,Tondela,23,GK,0,0,0,0,0,0,0,57.14,8,B,,
2025/26,Liga Portugal,Rui Silva,Sporting CP,32,GK,0,0,0,0,0,0,0,66.27,4,A,,
2025/26,Liga Portugal,L. Horníček,SC Braga,23,GK,0,0,0,0,0,0,0,53.17,11,C,,
2025/26,Liga Portugal,Gabriel Batista,Santa Clara,27,GK,0,0,0,0,0,0,0,46.83,15,C,,
2025/26,Liga Portugal,C. Miszta,Rio Ave,24,GK,0,0,0,0,0,0,0,51.59,12,C,,
2025/26,Liga Portugal,Diogo Costa,Porto,26,GK,0,0,0,0,0,0,0,70.63,2,A,,
2025/26,Liga Portugal,Kaique,Nacional,23,GK,0,0,0,0,0,0,0,69.05,3,A,,
2025/26,Liga Portugal,André Ferreira,Moreirense,29,GK,0,0,0,0,0,0,0,59.13,6,B,,
2025/26,Liga Portugal,Caio Secco,Moreirense,35,GK,0,0,0,0,0,0,0,48.81,13,C,,
2025/26,Liga Portugal,Andrew,Gil Vicente,24,GK,0,0,0,0,0,0,0,78.97,1,S,1500000,
2025/26,Liga Portugal,L. Carević,Famalicão,27,GK,0,0,0,0,0,0,0,58.73,7,B,,
2025/26,Liga Portugal,Renan Ribeiro,Estrela Amadora,36,GK,0,0,0,0,0,0,0,40.08,18,D,,
2025/26,Liga Portugal,Joel Robles,Estoril,35,GK,0,0,0,0,0,0,0,21.43,21,F,,
2025/26,Liga Portugal,P. Sequeira,Casa Pia AC,27,GK,0,0,0,0,0,0,0,44.44,16,D,,
2025/26,Liga Portugal,A. Trubin,Benfica,24,GK,0,0,0,0,0,0,0,62.7,5,B,,
2025/26,Liga Portugal,Adriel,AVS (Vilafranquense),25,GK,0,0,0,0,0,0,0,54.76,10,C,,
2025/26,Liga Portugal,Simão,AVS (Vilafranquense),32,GK,0,0,0,0,0,0,0,30.95,19,E,,
2025/26,Liga Portugal,I. De Arruabarrena,Arouca,29,GK,0,0,0,0,0,0,0,56.75,9,B,,
2025/26,Liga Portugal,André Gomes,Alverca,21,GK,0,0,0,0,0,0,0,22.22,20,F,,
2025/26,Liga 2,Gonçalo Oliveira,Benfica B,19,CB,74.41,59.24,70.65,65.89,91.02,51.82,70.31,0,3,A,,
2025/26,Liga 2,Vasco Santos,UD Oliveirense,19,CB,30.86,40.44,36.94,36.72,13.67,26.17,27.15,0,61,F,,
2025/26,Liga 2,João Fonseca,Benfica B,19,CB,89.84,40.44,70.76,56.77,40.62,52.08,70.7,0,15,B,,
2025/26,Liga 2,Rui Silva,Benfica B,19,CB,52.93,46.2,48.1,53.12,25.78,43.62,26.17,0,55,D,,
2025/26,Liga 2,Tiago Parente,Benfica B,19,CB,16.8,89.99,57.03,87.76,52.15,27.21,62.5,0,33,C,,
2025/26,Liga 2,Martim Ferreira,Benfica B,20,CB,19.53,64.66,34.93,38.28,44.92,60.16,37.3,0,47,C,,
2025/26,Liga 2,João Muniz,Sporting CP B,20,CB,35.74,40.41,31.47,28.65,67.97,45.31,58.79,0,46,C,,
2025/26,Liga 2,Marlon Júnior,Portimonense,20,CB,48.24,55.8,66.07,81.51,15.62,63.15,54.88,0,21,B,,
2025/26,Liga 2,Lucas D'agrella,Farense,20,CB,45.9,70.2,64.62,65.62,58.59,61.85,49.61,0,9,B,,
2025/26,Liga 2,Bruno Ramos,Sporting CP B,21,CB,72.85,47.91,57.7,56.77,68.75,53.78,58.01,0,11,B,,
2025/26,Liga 2,Bruno Faria,Lusitania FC Lourosa,21,CB,61.13,40.44,61.27,75.78,50.78,59.11,59.96,0,14,B,,
2025/26,Liga 2,José Sampaio,Vizela,21,CB,77.15,29.24,46.43,32.03,33.98,75.78,46.29,0,24,C,,
2025/26,Liga 2,M. Diadié,Torreense,21,CB,37.7,41.8,44.08,66.15,43.16,49.61,73.44,0,30,C,,
2025/26,Liga 2,Afonso Silva,Felgueiras 1932,22,CB,55.86,49.29,58.37,44.53,39.06,62.5,48.63,0,25,C,,
2025/26,Liga 2,Matheus Dario,Felgueiras 1932,22,CB,49.22,64.66,63.62,65.62,38.67,45.18,49.22,0,32,C,,
2025/26,Liga 2,Jarleysom,Portimonense,22,CB,51.76,49.29,45.76,20.57,14.06,52.21,42.97,0,54,D,,
2025/26,Liga 2,Gabriel Brás,Porto B,22,CB,64.26,49.51,47.54,36.98,65.62,51.04,49.02,0,27,C,,
2025/26,Liga 2,L. Henriques,Leixões,22,CB,30.08,60.71,47.99,63.54,46.09,44.4,38.67,0,45,C,,
2025/26,Liga 2,Rômulo,Sporting CP B,22,CB,40.43,29.24,33.71,27.6,45.7,35.94,32.23,0,57,E,,
2025/26,Liga 2,Kauan Ferreira,Paços de Ferreira,23,CB,23.83,29.24,20.87,19.79,15.62,26.82,39.65,0,62,F,,
2025/26,Liga 2,Mateus Sarará,Portimonense,23,CB,83.4,47.47,55.25,36.2,45.12,71.61,54.1,0,12,B,,
2025/26,Liga 2,Víctor Rofino,União de Leiria,23,CB,68.75,80.39,65.96,58.07,83.2,54.56,56.64,0,6,A,,
2025/26,Liga 2,Emanuel Fernandes,Feirense,23,CB,84.96,29.24,67.52,65.89,59.96,33.46,48.83,0,31,C,,
2025/26,Liga 2,Felipe Silva,Porto B,24,CB,28.12,54.04,18.19,20.31,69.53,47.4,37.11,0,50,D,,
2025/26,Liga 2,Bruno Rodrigues,Chaves,24,CB,47.85,69.56,39.96,26.56,55.86,52.21,48.05,0,37,C,,
2025/26,Liga 2,José Pedro,União de Leiria,24,CB,79.49,39.19,50.67,39.58,43.36,52.73,61.13,0,26,C,,
2025/26,Liga 2,N. Madsen,Marítimo,24,CB,54.3,34.14,36.05,27.86,42.97,72.4,46.09,0,34,C,,
2025/26,Liga 2,N. Michelis,Académico de Viseu F.C.,25,CB,51.37,54.55,34.71,32.81,67.58,65.36,69.14,0,17,B,,
2025/26,Liga 2,Tiago Simões,Chaves,25,CB,83.59,29.24,64.73,65.1,67.77,27.47,40.82,0,40,C,,
2025/26,Liga 2,Cláudio Silva,Penafiel,25,CB,70.9,64.66,79.8,83.85,76.95,58.46,91.99,0,1,S,,
2025/26,Liga 2,João Pinto,Felgueiras 1932,25,CB,24.22,61.27,27.34,23.18,31.25,44.92,19.73,0,58,E,,
2025/26,Liga 2,Jota Gonçalves,Vizela,25,CB,60.16,55.45,72.21,79.95,75.2,44.66,49.61,0,10,B,,
2025/26,Liga 2,S. Bengui,Portimonense,26,CB,82.42,44.25,70.31,67.71,51.56,50.13,60.55,0,13,B,,
2025/26,Liga 2,D. Collard,Lusitania FC Lourosa,26,CB,95.9,29.24,70.65,59.64,70.12,71.22,74.8,0,2,S,,
2025/26,Liga 2,A. Correia,Académico de Viseu F.C.,26,CB,58.98,45.34,55.02,65.1,53.91,22.66,42.19,0,48,D,,
2025/26,Liga 2,Romain Correia,Marítimo,26,CB,68.95,54.19,61.16,55.47,55.08,29.95,42.97,0,42,C,,
2025/26,Liga 2,Alexandre Abel,Portimonense,27,CB,73.05,53,66.18,61.98,44.92,82.29,64.84,0,4,A,,
2025/26,Liga 2,A. Hristov,Vizela,27,CB,33.98,40.44,44.53,50.26,41.02,31.38,63.28,0,51,D,,
2025/26,Liga 2,Antonio Leal,Feirense,27,CB,47.46,68.83,43.86,32.55,38.28,34.24,44.34,0,52,D,,
2025/26,Liga 2,Frederico Namora,UD Oliveirense,28,CB,17.58,66.7,39.06,59.38,74.02,51.56,48.63,0,28,C,,
2025/26,Liga 2,Genaro Rodríguez,União de Leiria,28,CB,26.95,49.29,53.91,72.66,82.03,56.51,55.47,0,16,B,,
2025/26,Liga 2,Rafael Santos,Leixões,28,CB,14.45,29.24,14.84,18.23,27.93,61.59,22.27,0,59,E,,
2025/26,Liga 2,Silvério,Lusitania FC Lourosa,30,CB,60.35,68.57,47.1,24.74,37.11,34.51,34.57,0,53,D,,
2025/26,Liga 2,Pedro Barcelos,Académico de Viseu F.C.,30,CB,32.03,40.44,45.42,54.95,71.29,46.22,43.16,0,41,C,,
2025/26,Liga 2,J. Rhyner,Vizela,30,CB,19.14,29.24,32.03,52.08,74.41,52.86,63.67,0,36,C,,
2025/26,Liga 2,Jaime Sánchez,Penafiel,31,CB,29.88,51.61,27.79,16.67,47.85,31.38,14.84,0,60,E,,
2025/26,Liga 2,Matheus Costa,Leixões,31,CB,23.83,40.44,50.22,77.08,53.12,35.55,82.81,0,35,C,,
2025/26,Liga 2,F. Romero,Farense,31,CB,67.58,49.29,65.4,59.64,84.77,52.47,60.74,0,8,A,,
2025/26,Liga 2,João Miguel,Penafiel,32,CB,47.66,39.19,32.48,15.1,26.95,49.87,29.3,0,56,E,,
2025/26,Liga 2,Z. Muscat,Chaves,32,CB,25.39,77.97,49.11,58.85,49.22,70.05,51.17,0,18,B,,
2025/26,Liga 2,Tiago Ferreira,Paços de Ferreira,32,CB,25.39,40.44,50.33,75.26,33.59,48.18,71.29,0,39,C,,
2025/26,Liga 2,Josué Sá,Lusitania FC Lourosa,33,CB,49.22,64.65,52.01,59.64,56.25,31.25,60.74,0,38,C,,
2025/26,Liga 2,Carraça,Chaves,33,CB,34.77,97.12,71.21,95.31,67.58,24.87,61.72,0,19,B,,
2025/26,Liga 2,Rafael Vieira,Paços de Ferreira,33,CB,46.09,70.07,56.92,54.17,43.95,59.9,41.41,0,23,C,,
2025/26,Liga 2,Ricardo Alves,Chaves,35,CB,37.3,40.44,53.12,65.89,50,38.02,55.86,0,44,C,,
2025/26,Liga 2,Douglas Grolli,Portimonense,36,CB,59.38,75.41,46.32,20.57,31.25,63.67,23.83,0,43,C,,
2025/26,Liga 2,Marcelo,União de Leiria,36,CB,77.15,53.2,55.8,27.34,48.05,70.57,31.25,0,22,B,,
2025/26,Liga 2,Bura,UD Oliveirense,37,CB,67.97,53.36,56.03,46.88,62.5,78.65,71.29,0,5,A,,
2025/26,Liga 2,Naldo,Leixões,37,CB,43.16,29.24,30.8,17.19,32.81,72.14,28.12,0,49,D,,
2025/26,Liga 2,Stopira,Torreense,38,CB,77.73,48.47,71.32,66.41,43.75,64.84,63.09,0,7,A,,
2025/26,Liga 2,Luís Rocha,Vizela,39,CB,79.88,29.24,58.15,42.71,47.27,51.17,57.81,0,29,C,,
2025/26,Liga 2,Rúben Fernandes,Farense,40,CB,49.41,55.8,56.14,56.77,43.55,61.33,57.62,0,20,B,,
2025/26,Liga 2,Salvador Blopa,Sporting CP B,18,FB & WB,91.38,44.92,72.04,56.9,58.41,58.76,64.01,0,8,A,,
2025/26,Liga 2,José Neto,Benfica B,18,FB & WB,81.68,25.38,53.33,32.18,55.39,59.05,57.76,0,28,C,,
2025/26,Liga 2,Daniel Banjaqui,Benfica B,18,FB & WB,50,46.36,45.2,36.21,49.14,24.14,49.57,0,46,D,,
2025/26,Liga 2,Kaio Henrique,Porto B,20,FB & WB,13.36,27.72,13.05,12.93,57.11,31.47,29.53,0,58,F,,
2025/26,Liga 2,José Silva,Sporting CP B,20,FB & WB,90.3,60.44,79.93,79.02,47.84,40.66,77.59,0,6,A,,
2025/26,Liga 2,Gu Costa,Académico de Viseu F.C.,20,FB & WB,54.53,65.96,61.95,66.09,58.62,67.67,64.66,0,7,A,,
2025/26,Liga 2,Rodrigo Dias,Sporting CP B,20,FB & WB,32.76,60.48,45.2,54.6,74.35,60.2,60.78,0,17,B,,
2025/26,Liga 2,Serif Nhaga,Leixões,20,FB & WB,73.06,92.44,81.16,89.94,60.78,46.26,66.81,0,3,S,,
2025/26,Liga 2,Xavi Grande,Marítimo,21,FB & WB,13.79,73.71,35.71,45.98,59.91,66.81,46.98,0,32,C,,
2025/26,Liga 2,Rodrigo Rêgo,Benfica B,21,FB & WB,82.76,77.81,92.12,93.39,75,43.82,59.91,0,1,S,,
2025/26,Liga 2,Luís Gomes,Porto B,21,FB & WB,34.05,52.39,27.09,24.71,54.09,62.07,42.24,0,43,D,,
2025/26,Liga 2,Edney,Portimonense,21,FB & WB,40.95,76.97,42.49,27.59,35.99,42.53,28.45,0,49,D,,
2025/26,Liga 2,Dinis Rodrigues,Porto B,21,FB & WB,31.25,78.01,35.59,33.91,42.46,55.89,57.11,0,36,C,,
2025/26,Liga 2,David Kusso,Chaves,22,FB & WB,93.75,70.21,83.87,71.84,33.84,28.3,53.02,0,14,B,,
2025/26,Liga 2,David Moreira,Sporting CP B,22,FB & WB,19.83,16.47,14.66,14.08,78.66,57.33,39.87,0,55,E,,
2025/26,Liga 2,Miguel Mota,Paços de Ferreira,22,FB & WB,80.82,69.71,61.08,51.44,50.86,52.87,52.16,0,15,B,,
2025/26,Liga 2,Tiago Parente,Felgueiras 1932,22,FB & WB,30.17,57.25,50.62,57.47,65.09,37.64,31.9,0,37,C,,
2025/26,Liga 2,S. Anzai,Penafiel,23,FB & WB,69.61,20.49,40.39,20.98,41.16,46.26,54.53,0,45,D,,
2025/26,Liga 2,Leandro Dias,Paços de Ferreira,23,FB & WB,29.74,43.84,46.06,61.21,42.24,34.48,54.53,0,38,D,,
2025/26,Liga 2,Gonçalo Negrão,Penafiel,23,FB & WB,58.62,22.51,50.86,52.01,37.72,31.75,37.93,0,47,D,,
2025/26,Liga 2,Italo,Vizela,23,FB & WB,63.36,48.66,72.04,88.79,28.66,81.18,86.64,0,4,S,,
2025/26,Liga 2,André Lopes,Feirense,24,FB & WB,28.88,17.62,28.94,34.2,61.42,51.29,38.15,0,52,D,,
2025/26,Liga 2,B. Godwin,Vizela,24,FB & WB,23.71,43.24,44.46,72.41,58.19,47.84,78.66,0,21,C,,
2025/26,Liga 2,Tiago Almeida,Chaves,24,FB & WB,64.22,62.74,47.04,21.55,52.8,37.64,39.01,0,41,D,,
2025/26,Liga 2,Douglas Borel,UD Oliveirense,24,FB & WB,62.28,19.06,42,34.2,46.34,56.32,43.75,0,40,D,,
2025/26,Liga 2,Anilson,Paços de Ferreira,24,FB & WB,62.72,50.81,47.91,41.95,56.68,64.8,38.79,0,29,C,,
2025/26,Liga 2,Jójó,Vizela,25,FB & WB,22.84,55.93,42.61,66.38,56.68,47.56,70.47,0,26,C,,
2025/26,Liga 2,Toni Herrero,Farense,25,FB & WB,35.56,66.9,45.2,52.59,54.09,52.01,55.17,0,31,C,,
2025/26,Liga 2,Eirô,Felgueiras 1932,25,FB & WB,42.24,41.9,53.82,66.67,65.95,68.39,61.64,0,12,B,,
2025/26,Liga 2,Javi Vázquez,Torreense,25,FB & WB,75.43,86.01,64.29,40.8,73.28,37.36,41.81,0,16,B,,
2025/26,Liga 2,Pedro Rosas,Felgueiras 1932,25,FB & WB,92.67,37.16,73.4,65.23,54.96,57.33,50.22,0,9,B,,
2025/26,Liga 2,Heitor,Portimonense,25,FB & WB,37.07,61.72,53.82,52.3,64.66,58.91,50.22,0,20,B,,
2025/26,Liga 2,Luiz Gustavo,Feirense,26,FB & WB,26.72,37.91,29.31,37.93,18.32,53.45,59.05,0,53,D,,
2025/26,Liga 2,Aarón Romero,Chaves,26,FB & WB,70.04,60.59,76.23,83.33,63.36,63.51,84.48,0,2,S,,
2025/26,Liga 2,Marc Baró,União de Leiria,26,FB & WB,25,60.77,58.37,92.53,60.99,48.85,71.98,0,10,B,,
2025/26,Liga 2,N. Thio,Vizela,26,FB & WB,78.66,50.52,77.71,85.06,25.22,16.24,60.34,0,23,C,,
2025/26,Liga 2,Miguel Tavares,Vizela,27,FB & WB,83.19,71.07,90.39,82.18,53.23,10.34,56.03,0,11,B,,
2025/26,Liga 2,Alex Pinto,Farense,27,FB & WB,21.12,52.1,33.99,37.36,39.22,46.84,50.65,0,48,D,,
2025/26,Liga 2,H. Sylla,União de Leiria,27,FB & WB,43.97,36.59,64.53,78.16,54.09,30.03,60.78,0,27,C,,
2025/26,Liga 2,Francisco Ferreira,Penafiel,27,FB & WB,17.67,49.1,35.59,45.69,31.9,57.04,52.37,0,44,D,,
2025/26,Liga 2,Zé Ricardo,Feirense,27,FB & WB,46.12,57.32,53.82,57.76,23.92,58.19,36.85,0,34,C,,
2025/26,Liga 2,Armando Lopes,UD Oliveirense,27,FB & WB,90.73,46.01,75.25,72.99,52.37,67.96,57.76,0,5,A,,
2025/26,Liga 2,Miguel Maga,União de Leiria,27,FB & WB,65.73,59.86,55.42,53.74,49.35,55.75,58.41,0,18,B,,
2025/26,Liga 2,Simão,Penafiel,27,FB & WB,50.65,37.74,38.05,42.24,64.87,53.74,42.03,0,35,C,,
2025/26,Liga 2,André Sousa,Paços de Ferreira,28,FB & WB,53.45,17.62,26.35,14.66,32.97,72.13,47.2,0,51,D,,
2025/26,Liga 2,Robinho,Académico de Viseu F.C.,28,FB & WB,23.28,51.45,31.4,35.63,84.91,77.01,48.71,0,25,C,,
2025/26,Liga 2,Danny,Lusitania FC Lourosa,28,FB & WB,13.79,20.49,32.88,60.63,12.28,74.43,64.87,0,42,D,,
2025/26,Liga 2,Bruno Pereira,Penafiel,28,FB & WB,77.16,64.75,55.3,26.15,36.21,43.39,27.37,0,39,D,,
2025/26,Liga 2,João Silva,União de Leiria,28,FB & WB,68.32,29.4,56.28,48.28,65.09,43.53,36.21,0,33,C,,
2025/26,Liga 2,Paulo Henrique,Marítimo,29,FB & WB,56.68,48.65,48.52,43.68,54.96,66.38,51.72,0,22,C,,
2025/26,Liga 2,Simãozinho,Leixões,30,FB & WB,47.41,45.25,56.53,58.33,61.42,70.4,59.27,0,13,B,,
2025/26,Liga 2,Igor Julião,Marítimo,31,FB & WB,22.63,31.47,36.7,57.76,42.03,75.43,72.2,0,30,C,,
2025/26,Liga 2,Derick Poloni,Farense,32,FB & WB,75,79.34,72.04,61.21,28.45,33.48,44.18,0,24,C,,
2025/26,Liga 2,Luís Rocha,Lusitania FC Lourosa,32,FB & WB,48.28,29.4,30.3,20.69,23.28,73.28,32.11,0,54,E,,
2025/26,Liga 2,João Reis,Portimonense,33,FB & WB,79.96,57.98,61.21,46.84,72.2,51.72,30.82,0,19,B,,
2025/26,Liga 2,Tiago Cerveira,Lusitania FC Lourosa,33,FB & WB,21.77,76.87,27.83,13.79,31.68,37.79,12.07,0,57,F,,
2025/26,Liga 2,Paulinho,Leixões,34,FB & WB,32.11,51.3,48.03,50.29,52.59,24.14,27.59,0,50,D,,
