Season,League,Player,Team,Age,Position,Goal-Scoring,Assist-Creation,Attack,Dribbling,Possession,Defense,Physical,Goalkeeping,PosRank,Grade,Sale,Cost
2025/26,Liga 3,M. Diarra,Trofense,27,CF,75,48.18,63,55.13,41.67,68.38,66.99,0,7,B,,
2025/26,Liga 3,Eduardo,CF Os Belenenses,27,CF,85.9,48.34,55.49,21.79,32.05,29.91,40.06,0,27,D,,
2025/26,Liga 3,João Santos,Fafe,27,CF,84.29,57.91,80.95,82.91,70.83,60.26,78.53,0,1,S,,
2025/26,Liga 3,C. Triana,Académica,28,CF,59.62,66.75,53.85,43.59,54.81,76.5,47.44,0,13,C,,
2025/26,Liga 3,Dida,Lusitano Évora 1911,29,CF,51.28,48.18,48.9,37.61,71.47,29.91,32.69,0,28,D,,
2025/26,Liga 3,F. Cezar,Sanjoanense,29,CF,69.87,74.78,60.99,36.75,21.79,52.78,50,0,15,C,,
2025/26,Liga 3,Léo Cá,São João Ver,31,CF,43.91,87.1,69.96,90.17,74.68,43.59,68.59,0,4,A,,
2025/26,Liga 3,João Tarzan,Caldas,31,CF,17.95,69.44,51.65,70.51,81.09,69.66,86.86,0,8,B,,
2025/26,Liga 3,Ká Semedo,Fafe,31,CF,42.31,37.26,40.11,36.32,63.14,41.67,46.15,0,32,E,,
2025/26,Liga 3,Wilson Eduardo,CF Os Belenenses,35,CF,60.9,79.34,43.04,29.06,58.65,45.94,26.92,0,23,D,,
2025/26,Liga 3,Harramiz,1º Dezembro,35,CF,21.47,44.24,42.31,65.81,53.85,68.38,60.26,0,21,D,,
2025/26,Liga 3,Hugo Firmino,São João Ver,37,CF,15.71,46.29,28.21,48.29,78.85,70.94,48.4,0,30,D,,
2025/26,Liga 3,Gui,Vitória SC B,19,GK,0,0,0,0,0,0,0,61.23,8,A,,
2025/26,Liga 3,José Cardoso,Vitória SC B,19,GK,0,0,0,0,0,0,0,40.94,17,D,,
2025/26,Liga 3,Pedro Costa,Varzim,25,GK,0,0,0,0,0,0,0,30.43,22,E,,
2025/26,Liga 3,M. Mbaye,Varzim,28,GK,0,0,0,0,0,0,0,54.71,12,B,,
2025/26,Liga 3,Nuno Hidalgo,União Santarém,34,GK,0,0,0,0,0,0,0,63.04,7,A,,
2025/26,Liga 3,Nuno Silva,Trofense,28,GK,0,0,0,0,0,0,0,59.42,10,B,,
2025/26,Liga 3,Gustavo Galil,Sporting Covilhã,28,GK,0,0,0,0,0,0,0,37.68,18,D,,
2025/26,Liga 3,João Carvalho,SC Braga B,22,GK,0,0,0,0,0,0,0,64.86,5,A,,
2025/26,Liga 3,Diogo Figueiredo,São João Ver,25,GK,0,0,0,0,0,0,0,59.78,9,B,,
2025/26,Liga 3,Emanuel Novo,São João Ver,33,GK,0,0,0,0,0,0,0,63.77,6,A,,
2025/26,Liga 3,João Monteiro,Sanjoanense,24,GK,0,0,0,0,0,0,0,45.65,14,C,,
2025/26,Liga 3,Fábio Matos,Paredes,26,GK,0,0,0,0,0,0,0,73.91,1,S,,
2025/26,Liga 3,Pedro Silva,Mafra,29,GK,0,0,0,0,0,0,0,21.74,23,F,,
2025/26,Liga 3,Duarte Martins,Lusitano Évora 1911,24,GK,0,0,0,0,0,0,0,31.88,21,E,,
2025/26,Liga 3,Tiago Martins,Fafe,27,GK,0,0,0,0,0,0,0,65.94,4,A,,
2025/26,Liga 3,Guilherme Oliveira,CF Os Belenenses,31,GK,0,0,0,0,0,0,0,52.17,13,C,,
2025/26,Liga 3,Wilson Soares,Caldas,33,GK,0,0,0,0,0,0,0,34.78,20,D,,
2025/26,Liga 3,Fábio Ferreira,Atlético CP,27,GK,0,0,0,0,0,0,0,73.91,2,S,,
2025/26,Liga 3,Diego,Amora,26,GK,0,0,0,0,0,0,0,41.3,16,D,,
2025/26,Liga 3,Martim Duarte,Amarante,23,GK,0,0,0,0,0,0,0,69.2,3,S,,
2025/26,Liga 3,Danny,AD Marco 09,30,GK,0,0,0,0,0,0,0,42.03,15,D,,
2025/26,Liga 3,Carlos Alves,Académica,28,GK,0,0,0,0,0,0,0,35.51,19,D,,
2025/26,Liga 3,João Oliveira,1º Dezembro,23,GK,0,0,0,0,0,0,0,59.42,11,B,,
2025/26,Campeonato de Portugal,C. Moteiro,Eléctrico,22,CB,26.5,31.92,23.52,21.33,33.17,67.39,51.75,0,120,D,,
2025/26,Campeonato de Portugal,J. Faria,Vianense,35,CB,71.25,54.05,50.57,22.67,72.5,51.06,30.42,0,78,C,,
2025/26,Campeonato de Portugal,I. Padinha,Samora Correia,19,CB,25.25,37.53,39.38,60,33.75,52.11,45.58,0,117,C,,
2025/26,Campeonato de Portugal,Kauan Guilherme,Gouveia,19,CB,14,31.92,37,69.44,25.58,65.78,36.25,0,110,C,,
2025/26,Campeonato de Portugal,Gustavo Nogueira,FC Alverca B,19,CB,14.58,96.4,56.1,87.78,29.83,34.5,60.33,0,85,C,,
2025/26,Campeonato de Portugal,T. Bandeiras Dos Santos,Mirandela,20,CB,21.83,43.03,42.57,60.89,32.5,43.11,56.67,0,123,D,,
2025/26,Campeonato de Portugal,Rodrigo Dias,FC Alverca B,20,CB,66.33,55.05,47.05,41.44,34.17,38.39,39.42,0,118,C,,
2025/26,Campeonato de Portugal,Dinis Almeida,Fátima,20,CB,43.17,56.26,42.43,50.44,59.67,52.72,62.92,0,59,B,,
2025/26,Campeonato de Portugal,Tiago Lopes,Naval 1º de Maio,20,CB,25.08,60.26,47.24,67.44,35.75,41.61,59.08,0,102,C,,
2025/26,Campeonato de Portugal,P. Ribeiro Santos,Mirandela,20,CB,61.25,53.59,32.19,17.67,21.5,60,21.83,0,129,D,,
2025/26,Campeonato de Portugal,E. Vintoniv,Lusitânia,20,CB,30.92,31.92,43.38,61.78,61.08,79.28,64.92,0,27,A,,
2025/26,Campeonato de Portugal,D. Ege Sen,Samora Correia,21,CB,48.67,43.03,52.14,47.44,54.33,78.28,52.33,0,30,B,,
2025/26,Campeonato de Portugal,Diogo Marques,Lagoa,21,CB,25.25,49.7,36.62,35.78,43.5,49.5,53.83,0,111,C,,
2025/26,Campeonato de Portugal,Hugo Batista,AR São Martinho,21,CB,15.25,47.37,17.9,23.22,42.67,31.22,23.17,0,149,F,,
2025/26,Campeonato de Portugal,Francisco Borges,Chaves B,21,CB,74,45.25,56.1,52.33,69.67,62.11,71.17,0,12,A,,
2025/26,Campeonato de Portugal,Pedro Correia,Benfica Castelo Branco,21,CB,79.33,31.92,45.38,25.78,30.33,53.28,38.67,0,108,C,,
2025/26,Campeonato de Portugal,Ivaldino Santos,Comércio Indústria,21,CB,44.17,31.92,39.14,34.22,32.08,39.72,46.75,0,135,D,,
2025/26,Campeonato de Portugal,Tiago Aguiar,Moncarapachense,21,CB,64,31.92,38.9,27.22,30.33,44.28,47.33,0,128,D,,
2025/26,Campeonato de Portugal,Diego Tavares,Vitória de Sernache,21,CB,23.33,49.7,29.9,22.67,56.17,51.44,49.33,0,115,C,,
2025/26,Campeonato de Portugal,Diogo Aqueu,FC Alverca B,21,CB,70.25,93.02,80.71,92.33,54.17,34.83,55.42,0,20,A,,
2025/26,Campeonato de Portugal,I. Stankov,Lusitânia,21,CB,14,31.92,27.71,47.78,43.17,73.67,44.33,0,93,C,,
2025/26,Campeonato de Portugal,João Pimenta,Tirsense,21,CB,27.08,74.26,55.86,72.56,39.67,44.56,61.42,0,70,C,,
2025/26,Campeonato de Portugal,R. Geadas,Fátima,21,CB,56.42,31.92,45.05,46.67,40.08,45.89,63.83,0,94,C,,
2025/26,Campeonato de Portugal,Vasco Pereira,Vilaverdense,22,CB,47.33,31.92,39.29,30.33,50.17,77.94,49.33,0,61,B,,
2025/26,Campeonato de Portugal,R. Mendes,Monção,22,CB,28.92,43.03,49.29,67.11,51.75,61.5,51.33,0,65,B,,
2025/26,Campeonato de Portugal,I. Vasconcellos,FC Serpa,22,CB,69.75,47.37,52.05,40.67,63.67,56,47.67,0,52,B,,
2025/26,Campeonato de Portugal,Vivaldo Silva,Vila Real,22,CB,22.17,43.03,37.71,49.11,51.08,66.11,62.83,0,66,C,,
2025/26,Campeonato de Portugal,R. Gomes,Marinhense,22,CB,69.08,37.83,51.57,41.44,58,55.94,38.75,0,72,C,,
2025/26,Campeonato de Portugal,Ilunga Kitoko,Tirsense,22,CB,43.17,49.7,50.29,43.78,60.25,48.67,36.42,0,89,C,,
2025/26,Campeonato de Portugal,M. Costa,Portimonense SC,22,CB,54.5,43.03,46.33,41.11,20,25.67,17.75,0,147,E,,
2025/26,Campeonato de Portugal,Pedro Pinto,Celoricense,22,CB,24.92,47.37,48.52,81.78,63.5,59.56,90.67,0,18,A,,
2025/26,Campeonato de Portugal,David Castro,Vilaverdense,22,CB,44,68.48,72.14,90.33,76,46.33,61.42,0,15,A,,
2025/26,Campeonato de Portugal,Nuno Oliveira,Marialvas,22,CB,27.25,31.92,40.86,60.78,73.33,74.67,66.75,0,26,A,,
2025/26,Campeonato de Portugal,Leandro Maio,Marinhense,22,CB,29.58,43.03,37.33,38.33,74,36.61,15.75,0,132,D,,
2025/26,Campeonato de Portugal,Tiago Silva,Rebordosa,22,CB,33.08,31.92,37.95,46.22,32.42,33.56,28.42,0,143,E,,
2025/26,Campeonato de Portugal,João Douglas,FC Alverca B,22,CB,29.33,94.26,60.24,77.33,71.67,27.94,50.17,0,64,B,,
2025/26,Campeonato de Portugal,T. Silva,Fátima,22,CB,70.33,31.92,65.19,75.11,54.33,51,60.08,0,42,B,,
2025/26,Campeonato de Portugal,Pedro Alpoim,Anadia,22,CB,63.33,43.98,49.95,53.89,41.58,32.94,45.58,0,112,C,,
2025/26,Campeonato de Portugal,Lucas Almeida,Machico,22,CB,50.58,31.92,34.57,15,18.83,51.72,26.92,0,140,E,,
2025/26,Campeonato de Portugal,A. Toale,Gouveia,22,CB,29.83,31.92,25.43,21.33,33.67,54.61,33.75,0,136,D,,
2025/26,Campeonato de Portugal,L. Oliveira,Resende,23,CB,39.25,43.03,40.57,33,47.33,37.67,33.08,0,134,D,,
2025/26,Campeonato de Portugal,Rodrigo Cunha,Comércio Indústria,23,CB,77.33,54.57,56.9,41.44,32.83,44.56,37,0,100,C,,
2025/26,Campeonato de Portugal,Gonçalo Zuzarte,Alpendorada,23,CB,67.58,31.92,55.48,52.56,45.25,75.06,50.83,0,35,B,,
2025/26,Campeonato de Portugal,Nuno Teixeira,Machico,23,CB,15.83,31.92,28,46,67,5.28,15.17,0,150,F,,
2025/26,Campeonato de Portugal,Junilson Cá,Anadia,23,CB,60.5,43.03,57.95,55.33,53.92,70.44,58.92,0,25,A,,
2025/26,Campeonato de Portugal,David Araújo,Uniao Lamas,23,CB,75.5,58.48,62.67,58.67,81.58,68.83,49.25,0,3,S,,
2025/26,Campeonato de Portugal,José Botelho,Mirandela,23,CB,43.08,31.92,48.57,57.67,51.92,77.94,62.58,0,29,B,,
2025/26,Campeonato de Portugal,Matheus Matias,Oliveira Hospital,23,CB,43,77.96,59.86,77.78,67.17,59.67,75.75,0,5,A,,
2025/26,Campeonato de Portugal,Lourenço Pinto,Uniao Lamas,23,CB,42.33,31.92,34.81,26.56,56.83,72.67,46.17,0,74,C,,
2025/26,Campeonato de Portugal,Tomás Sério,Beira-Mar,23,CB,75.17,49.7,59.71,39.67,47.08,78.72,47.92,0,23,A,,
2025/26,Campeonato de Portugal,João Araújo,Os Limianos,23,CB,31.42,31.92,46.86,69.22,89.5,39.67,63.75,0,63,B,,
2025/26,Campeonato de Portugal,Fabio Melo,Brito,23,CB,77.33,53.03,58.19,25.78,22,45.61,31.5,0,124,D,,
2025/26,Campeonato de Portugal,Richard Santos,Leça,24,CB,30.83,31.92,35.9,44.44,56.08,32.56,65.5,0,125,D,,
2025/26,Campeonato de Portugal,Rafael Tavares,Alcochetense,24,CB,81.25,43.03,78,78.11,58.75,56.83,65.67,0,8,A,,
2025/26,Campeonato de Portugal,L. Van Der Gaag,Louletano,24,CB,50.67,65.14,53.67,41.67,65.17,48.28,60.33,0,53,B,,
2025/26,Campeonato de Portugal,L. Oliveira,Portimonense SC,24,CB,18.83,31.92,18.29,19.33,47.08,40.67,37.17,0,144,E,,
2025/26,Campeonato de Portugal,Pedro Francisco,Samora Correia,24,CB,21.5,86.32,45.86,56.67,43.58,72.61,46.5,0,43,B,,
2025/26,Campeonato de Portugal,André Alves,Beira-Mar,24,CB,52.67,31.92,62.76,78,51.67,53.72,74.5,0,37,B,,
2025/26,Campeonato de Portugal,B. Januário Mendonça,Vilaverdense,24,CB,23.92,43.03,32.57,34.78,49.42,36.5,30.08,0,139,E,,
2025/26,Campeonato de Portugal,Fábio Celestino,Benfica Castelo Branco,24,CB,49.17,70.26,67,71.44,42.33,49.5,67.33,0,40,B,,
2025/26,Campeonato de Portugal,Gonçalo Cardoso,Vila Real,25,CB,48.58,31.92,49.05,51.44,47.5,80.28,55.25,0,36,B,,
2025/26,Campeonato de Portugal,W. Vieira Santana,Machico,25,CB,42.67,56.26,49.14,48.44,23.75,50.78,71.83,0,86,C,,
2025/26,Campeonato de Portugal,Jorge Passas,Bragança,25,CB,77.83,49.7,68.19,48.89,25.83,70.39,58.67,0,31,B,,
2025/26,Campeonato de Portugal,Rui Cunha,Aparecida,25,CB,21.92,72.49,41.38,48,33.58,37.56,29.33,0,133,D,,
2025/26,Campeonato de Portugal,Luís Ferreira,Uniao Lamas,25,CB,23.83,71.92,36.71,34.56,57.08,47.28,41.42,0,104,C,,
2025/26,Campeonato de Portugal,G. Tobias,UD da Serra,25,CB,80.42,49.14,64.05,53.89,51.58,48.56,56.83,0,48,B,,
2025/26,Campeonato de Portugal,Diogo Cordes,Mirandela,25,CB,53.5,31.92,40.62,37.67,56.42,60.06,45.5,0,84,C,,
2025/26,Campeonato de Portugal,Tiago Araújo,Vianense,25,CB,52.5,69.92,71.57,81,53,57.44,55.83,0,19,A,,
2025/26,Campeonato de Portugal,Afonso Simão,Anadia,25,CB,53.42,52.86,62.81,79.78,52,49.94,57.08,0,45,B,,
2025/26,Campeonato de Portugal,Eddy,Bragança,25,CB,46.42,55.69,41.57,25.78,39.67,51.78,31.92,0,121,D,,
2025/26,Campeonato de Portugal,Manu Ribeiro,Benfica Castelo Branco,25,CB,37.67,68.59,50.33,45.56,43.5,39.22,32.83,0,119,D,,
2025/26,Campeonato de Portugal,João Paulo,Mortágua,25,CB,39.92,49.7,49.48,46.22,76.58,59.44,51.42,0,49,B,,
2025/26,Campeonato de Portugal,E. Gonçalves Pires,Bragança,25,CB,35.5,43.03,38.48,33.11,47.33,46.83,33.5,0,127,D,,
2025/26,Campeonato de Portugal,K. Ibouka,Vitória de Sernache,25,CB,73.08,48.55,54,46.89,62.42,72.39,77.17,0,6,A,,
2025/26,Campeonato de Portugal,João Guerra,Sintrense,25,CB,48.25,67.83,77.9,94.33,36,48.22,77.75,0,21,A,,
2025/26,Campeonato de Portugal,Fostino Manga,Tirsense,26,CB,89.83,31.92,54.38,30.44,25.42,55.33,39.58,0,99,C,,
2025/26,Campeonato de Portugal,I. Muhammad,Camacha,26,CB,96.17,66.92,63.24,25.78,26.25,54.61,52,0,60,B,,
2025/26,Campeonato de Portugal,Fábio Baldé,Leça,26,CB,42.42,68.59,37.57,32.78,91,43.06,45.33,0,71,C,,
2025/26,Campeonato de Portugal,Zé Simão,Oliveira Hospital,26,CB,57,36.76,44.29,49.11,46.58,43.39,64.33,0,88,C,,
2025/26,Campeonato de Portugal,Samir Banjai,Vitória de Sernache,26,CB,67.42,64.03,57.38,53,33.5,74.94,57.75,0,22,A,,
2025/26,Campeonato de Portugal,D. Andrade,Vasco da Gama Vidigueira,26,CB,15.92,31.92,33.81,59.44,71.33,55.67,45.92,0,87,C,,
2025/26,Campeonato de Portugal,Rodrigo Coutinho,Naval 1º de Maio,26,CB,69.33,31.92,54.71,55.33,68.83,74.83,77.08,0,4,S,,
2025/26,Campeonato de Portugal,L. Sousa Mendes,Brito,26,CB,18.67,66.16,40.81,61,59.75,31,47.5,0,113,C,,
2025/26,Campeonato de Portugal,Welson Lopes,Vasco da Gama Vidigueira,26,CB,46.25,79.87,69.29,80.67,34,70.33,58.25,0,11,A,,
2025/26,Campeonato de Portugal,Ricardo Costa,Vila Meã,26,CB,47.33,74.59,76.1,90.78,56.33,34.83,67.08,0,34,B,,
2025/26,Campeonato de Portugal,Celso Vieira,UD da Serra,26,CB,60.92,43.03,38.14,22.33,54.58,41.39,40.83,0,122,D,,
2025/26,Campeonato de Portugal,Aquino,FC Serpa,26,CB,95,55.37,88.24,79.11,28.67,23.61,52.5,0,73,C,,
2025/26,Campeonato de Portugal,Rodrigo Dias,Cinfães,26,CB,25.25,55.09,45.1,62.22,39.58,56.28,67.92,0,68,C,,
2025/26,Campeonato de Portugal,Hugo Meireles,Alpendorada,26,CB,68.67,31.92,57.38,62.44,63.67,25.5,37,0,107,C,,
2025/26,Campeonato de Portugal,Filipe Soares,Moncarapachense,26,CB,67.33,48.64,62.48,66.67,44,50.83,53.5,0,54,B,,
2025/26,Campeonato de Portugal,Simão Fernandes,Marialvas,27,CB,65.42,83.08,53.67,41.11,59.5,38.72,35.08,0,79,C,,
2025/26,Campeonato de Portugal,Nuca,O Elvas,27,CB,85.08,31.92,74.76,75.22,61.58,56.28,80.5,0,7,A,,
2025/26,Campeonato de Portugal,Rodrigo Alírio,Camacha,27,CB,48.25,62.73,55.86,50,69.17,48.39,51,0,55,B,,
2025/26,Campeonato de Portugal,Carimo Conté,Atlético Malveira,27,CB,54.5,54.57,47.81,53.89,54.17,41.83,54.67,0,82,C,,
2025/26,Campeonato de Portugal,J. Gomes Ferreira Sousa Pessoa,Gouveia,27,CB,71.08,49.7,75.48,81.89,48.17,71.11,68.83,0,2,S,,
2025/26,Campeonato de Portugal,Tiago Cavadas,Louletano,27,CB,57.17,40.86,47.33,46.44,64.33,43.61,54.42,0,80,C,,
2025/26,Campeonato de Portugal,Zé Pimenta,Os Limianos,27,CB,65.83,43.03,58.62,58.89,77.67,85.22,64.75,0,1,S,,
2025/26,Campeonato de Portugal,Gustavo,Resende,27,CB,64.67,43.03,53.33,45.44,50.58,44.44,40.17,0,91,C,,
2025/26,Campeonato de Portugal,Leonardo Dias,Juventude Évora,27,CB,47.67,41.75,40.24,32.11,38.33,46.56,52.42,0,116,C,,
2025/26,Campeonato de Portugal,Emerson Gomes,O Elvas,27,CB,38.58,54.05,41.71,36.56,62.83,39.83,57.17,0,98,C,,
2025/26,Campeonato de Portugal,Matheus Costa,Salgueiros,27,CB,18.5,31.92,23.95,33,29.33,75.67,44.83,0,109,C,,
2025/26,Campeonato de Portugal,Diogo Abdul,Beira-Mar,27,CB,85.33,31.92,58.86,39.11,38.33,55.28,45.42,0,75,C,,
2025/26,Campeonato de Portugal,Manuel Gutierrez,Ribeira Brava,27,CB,50.17,31.92,25.95,19.33,37.33,47.28,19.17,0,141,E,,
2025/26,Campeonato de Portugal,Dénis Martins,Vitória de Sernache,28,CB,22.25,31.92,46.19,79.89,67.5,30.17,55.33,0,106,C,,
2025/26,Campeonato de Portugal,Miguel Rosário,Vitória de Sernache,28,CB,59.83,59.43,40.76,17,43.83,54.67,44.25,0,95,C,,
2025/26,Campeonato de Portugal,Tomazi,Cinfães,29,CB,94.83,46.96,70.71,61.11,36,60.11,76.42,0,13,A,,
2025/26,Campeonato de Portugal,Diogo Nunes,Leça,29,CB,56.42,52.86,63,62.44,75.08,39.89,68.25,0,41,B,,
2025/26,Campeonato de Portugal,João Gomes,Alcochetense,29,CB,37.17,31.92,35.67,35.44,55,19.67,25.25,0,146,E,,
2025/26,Campeonato de Portugal,Gilson Correia,Juventude Évora,29,CB,62.17,31.92,56.62,66,36.75,42.06,38.33,0,105,C,,
2025/26,Campeonato de Portugal,E. Sarpong,Aparecida,29,CB,84.58,48.24,58.1,33.44,22.17,59.11,47.5,0,77,C,,
2025/26,Campeonato de Portugal,Luís Pimenta,Os Limianos,29,CB,23.17,31.92,22.86,24.22,67.33,22.06,20.17,0,148,F,,
2025/26,Campeonato de Portugal,Breno Freitas,JD Lajense,29,CB,81.08,74.26,63.33,34.56,37.17,60.44,45.58,0,46,B,,
2025/26,Campeonato de Portugal,Bastian,Moncarapachense,29,CB,50.42,31.92,36.33,19.33,22.83,53,54.33,0,126,D,,
2025/26,Campeonato de Portugal,Alexandre Costa,Ribeira Brava,29,CB,21.08,45.14,20.9,22.44,51.33,47.72,27.92,0,137,D,,
2025/26,Campeonato de Portugal,João,Florgrade,29,CB,73.5,41.75,60.29,67.78,45.17,36.33,78.5,0,57,B,,
2025/26,Campeonato de Portugal,Sandro Fonseca,Rebordosa,29,CB,22.83,43.03,35.57,43.22,29.33,29.72,46.83,0,142,E,,
2025/26,Campeonato de Portugal,G. Benjumea,Juventude Évora,30,CB,89.92,43.98,49.9,15.78,40.08,50.72,43.83,0,90,C,,
2025/26,Campeonato de Portugal,Rui Rodrigues,UD da Serra,30,CB,22.83,64.73,61.76,97.67,90.25,22.72,65.58,0,50,B,,
2025/26,Campeonato de Portugal,Ricardo Carvalho,AR São Martinho,30,CB,73,37.13,56.29,45,57,30.83,34.08,0,114,C,,
2025/26,Campeonato de Portugal,Emanuel,FC Serpa,30,CB,30.33,43.03,48.38,63.11,69,60.33,70.67,0,38,B,,
2025/26,Campeonato de Portugal,Carlos Mendes,Celoricense,30,CB,83.75,75.59,78.57,60.78,65.92,55.28,45.25,0,10,A,,
2025/26,Campeonato de Portugal,Ailton Tavares,Lagoa,30,CB,87.58,75.59,71.05,43,62.08,49.33,37.33,0,39,B,,
2025/26,Campeonato de Portugal,Ricardo Bouças,Monção,31,CB,24.58,72.75,44.29,54.56,67.17,52.28,51.33,0,62,B,,
2025/26,Campeonato de Portugal,Amadeu,Vila Meã,31,CB,61.75,76.08,68.1,69.67,48.17,44.67,65,0,33,B,,
2025/26,Campeonato de Portugal,E. Jesus Cruz Vincent,Eléctrico,31,CB,20.67,31.92,32.67,50.44,27,63.72,27.67,0,130,D,,
2025/26,Campeonato de Portugal,Tiago Correia,Louletano,31,CB,79.42,31.92,50.38,33.44,42.5,43.28,52.42,0,101,C,,
2025/26,Campeonato de Portugal,Vini,Salgueiros,31,CB,63.08,43.03,42.57,20.89,46.83,64.22,55.58,0,69,C,,
2025/26,Campeonato de Portugal,Paéco,Eléctrico,31,CB,72.67,49.7,78.1,83.11,36.42,61.28,61.08,0,17,A,,
2025/26,Campeonato de Portugal,Deritson Lopes,Oriental Lisboa,31,CB,57.42,60.72,52,47.11,33.33,42.72,53.33,0,92,C,,
2025/26,Campeonato de Portugal,Rui Filipe,Rebordosa,31,CB,39.5,43.03,46.57,46.67,50.5,45.17,50,0,103,C,,
2025/26,Campeonato de Portugal,Pepe,Alpendorada,31,CB,70.17,43.03,63.43,54.67,46.67,52.72,50.25,0,58,B,,
2025/26,Campeonato de Portugal,Pedro Meneses,Vila Meã,31,CB,42.92,86.82,52.38,43.33,50,71.89,65.42,0,16,A,,
2025/26,Campeonato de Portugal,Nuno Campos,Machico,32,CB,37.67,75.48,63,94.67,65,53.11,72.25,0,9,A,,
2025/26,Campeonato de Portugal,Sérgio Silva,Beira-Mar,32,CB,59,31.92,36.19,32.22,48,33.56,41.67,0,131,D,,
2025/26,Campeonato de Portugal,David Crespo,Oriental Lisboa,32,CB,37.08,68.59,59.14,75.67,74.67,30.11,65,0,56,B,,
2025/26,Campeonato de Portugal,Romário Carvalho,Sintrense,32,CB,81.08,54.91,61.24,31.78,56.33,27.67,50.92,0,96,C,,
2025/26,Campeonato de Portugal,Luís Oliveira,Peniche,32,CB,83.67,53.03,64.1,39.78,47.5,41.61,23.58,0,97,C,,
2025/26,Campeonato de Portugal,J. Moreno,Chaves B,32,CB,54.83,43.03,48.71,47.78,57.08,65.28,54.75,0,47,B,,
2025/26,Campeonato de Portugal,Didi,Celoricense,32,CB,20.67,88.98,32.43,23.78,29.42,39.39,27.17,0,138,E,,
2025/26,Campeonato de Portugal,Laércio Morais,Vianense,33,CB,67,58.48,70.86,80.44,70.67,41.5,76.75,0,14,A,,
2025/26,Campeonato de Portugal,António Pereira,Brito,34,CB,26.92,43.03,54.24,81.33,45.42,59.94,73,0,44,B,,
2025/26,Campeonato de Portugal,Tatiano Pereira,Mortágua,34,CB,42.42,62.92,44.95,48.89,43.5,56.06,43.33,0,83,C,,
2025/26,Campeonato de Portugal,Ruca,Anadia,35,CB,52.67,82.34,69.19,79.44,82.67,32.56,57.75,0,28,A,,
2025/26,Campeonato de Portugal,Rui Raínho,Florgrade,36,CB,27.25,75.59,63.14,89.33,82.42,39.83,67.83,0,24,A,,
2025/26,Campeonato de Portugal,Diogo Careca,JD Lajense,36,CB,69.58,56.81,50.48,26.56,69.17,52.67,23.25,0,81,C,,
2025/26,Campeonato de Portugal,Ricardo Machado,Florgrade,37,CB,49.08,71.14,47.71,29.89,67.5,46.5,54.42,0,67,C,,
2025/26,Campeonato de Portugal,T. Correia,Peniche,37,CB,67.5,43.03,43.1,15,30,30.28,16.25,0,145,E,,
2025/26,Campeonato de Portugal,Hugo Ventosa,Atlético Malveira,37,CB,30.17,69.43,53.19,64.56,72,59.17,53.08,0,32,B,,
2025/26,Campeonato de Portugal,Pecks,Salgueiros,37,CB,76.25,54.97,60.33,49.44,64.33,49.61,40.25,0,51,B,,
2025/26,Campeonato de Portugal,Fábio Marinheiro,Comércio Indústria,37,CB,46.75,49.7,56.29,53,34.42,52.78,60.58,0,76,C,,
2025/26,Campeonato de Portugal,Goncalo Cadete,Chaves B,19,FB & WB,76.21,75.95,76.23,73.63,30.22,37,65.11,0,29,B,,
2025/26,Campeonato de Portugal,Alexandre Corado,FC Serpa,19,FB & WB,66.14,27.94,51.23,53.86,43.66,33.15,52.33,0,95,C,,
2025/26,Campeonato de Portugal,Rodrigo Catraio,FC Alverca B,20,FB & WB,88.53,60.68,66.79,54.48,65.3,59.27,58.49,0,13,A,,
2025/26,Campeonato de Portugal,David Matthew,Lusitânia,20,FB & WB,57.65,48.09,55.49,68.41,42.72,81.16,82.65,0,11,A,,
2025/26,Campeonato de Portugal,Diogo Pinto,Aparecida,20,FB & WB,88.9,24.58,50.43,23.63,42.72,70.09,34.33,0,79,C,,
2025/26,Campeonato de Portugal,Mutaro Sila,Mirandela,20,FB & WB,26.59,41.27,47.92,67.91,25.19,48.82,63.53,0,85,C,,
2025/26,Campeonato de Portugal,I. Julian,FC Alverca B,20,FB & WB,46.83,76.56,60.23,60.07,37.78,19.22,46.18,0,91,C,,
2025/26,Campeonato de Portugal,Gabriel Tiburcio,Oliveira Hospital,21,FB & WB,24.07,47.09,43.12,64.55,83.49,34.02,54.01,0,62,C,,
2025/26,Campeonato de Portugal,Afonso Ferreira,Gouveia,21,FB & WB,34.51,40.75,34.54,30.6,37.31,49.5,36.75,0,121,E,,
2025/26,Campeonato de Portugal,Miguel Morais,Vila Meã,21,FB & WB,77.61,48.32,62.53,58.96,62.97,40.67,39.46,0,39,B,,
2025/26,Campeonato de Portugal,Martim Cruz,Sintrense,21,FB & WB,53.92,78.01,63.01,54.73,41.98,52.11,35.35,0,53,C,,
2025/26,Campeonato de Portugal,Rodrigo Silva,Mirandela,21,FB & WB,70.9,68.98,65.67,51.37,24.44,44.59,51.96,0,56,C,,
2025/26,Campeonato de Portugal,Lucas Dias,Samora Correia,21,FB & WB,23.51,36.01,25.11,23.26,71.92,51.68,13.25,0,125,E,,
2025/26,Campeonato de Portugal,Diogo Marques,FC Serpa,21,FB & WB,56.34,68.89,58.74,53.73,31.06,25.62,53.17,0,88,C,,
2025/26,Campeonato de Portugal,Simão Lopes,Chaves B,21,FB & WB,50.93,55.69,64.5,74.13,69.22,50.44,62.22,0,21,A,,
